name_track,artist_track,uri_track,popularity,danceability
Still Loving You,Scorpions,spotify:track:7kjsCbksOZotNNHOvKsJJh,65,27
Rhythm Of Love,Scorpions,spotify:track:23rZ0vPDgEUhBfUvhdcCcW,43,35
Passion Rules The Game,Scorpions,spotify:track:30PiUjvf1O2NiX6zhB5O9m,33,57
Wind Of Change,Scorpions,spotify:track:3ovjw5HZZv43SxTwApooCM,79,45
Send Me An Angel,Scorpions,spotify:track:1bKQ48M9onID2kbSpRy8kK,69,15
Love Potion Number Nine - Stereo Version,The Searchers,spotify:track:5u6gmrJaLVWj1wjhdT2REm,50,70
Cecilia,Simon & Garfunkel,spotify:track:6QhXQOpyYvbpdbyjgAqKdY,74,76
"Mrs. Robinson - From ""The Graduate"" Soundtrack",Simon & Garfunkel,spotify:track:0iOZM63lendWRTTeKhZBSC,75,61
The Sound of Silence - Electric Version,Simon & Garfunkel,spotify:track:2YplrdHMBoRdnHgMeHEwHm,52,44
Stand!,Sly & The Family Stone,spotify:track:68DqLs1hv7zI08EBvu53wV,35,61
I Want to Take You Higher,Sly & The Family Stone,spotify:track:4qpIk2rvkmxJEVvt38tepd,47,61
Everyday People,Sly & The Family Stone,spotify:track:4ZVZBc5xvMyV3WzWktn8i7,67,81
Ogdens' Nut Gone Flake (Stereo Version) (2018 Remaster),Small Faces,spotify:track:3UVptKEos9d8ApGgFumVeM,39,30
Itchycoo Park (Mono Version) - 2012 Remaster,Small Faces,spotify:track:5H0laZ62yDUPuKvHef8niK,55,61
Gimme Some Lovin' - Single Mix,The Spencer Davis Group,spotify:track:3qCHUm73I3o5F1mDEfibzo,59,60
Dirty Water,The Standells,spotify:track:3NINDFPIYnyT26cWWRomOQ,47,62
Stuck In The Middle With You,Stealers Wheel,spotify:track:3Vby4nGmtbDo7HDJamOWkT,77,82
Do It Again,Steely Dan,spotify:track:2BstRQGodshjGpeDGQiNgo,70,68
Reelin' In The Years,Steely Dan,spotify:track:1I7zHEdDx8Ny5RxzYPqsU2,73,52
My Old School,Steely Dan,spotify:track:2TNJMzB30nuEpww7EOx75L,60,72
Rikki Don't Lose That Number,Steely Dan,spotify:track:18a9EGG4xhRELv7bgAw5hb,65,66
Black Friday,Steely Dan,spotify:track:1kn4dN91ha8qZS3pPYqjug,46,53
Born To Be Wild - Single Version,Steppenwolf,spotify:track:3lN8PP6R2IxbLP05QpYXng,68,44
Magic Carpet Ride,Steppenwolf,spotify:track:4c4jJJoaiY21t2TyRZgdWS,69,64
Snowblind Friend,Steppenwolf,spotify:track:4reGhfOwxDUSSk1btybGCS,34,50
Rock Me,Steppenwolf,spotify:track:5Eg2ruMUtdwmvISzZJ5V3K,10,59
Hey Lawdy Mama - Single Version,Steppenwolf,spotify:track:7GbWGAn17kL1kugmEQ4HLz,11,56
Swingtown,Steve Miller Band,spotify:track:5nVCqTJuVW8ZKoL64YTVNs,37,70
True Fine Love,Steve Miller Band,spotify:track:2926kmWHaSUoJGbIHOh1E5,43,63
Jungle Love,Steve Miller Band,spotify:track:1EuqRlDP9RuzeCRVcjr1PY,58,50
Space Cowboy,Steve Miller Band,spotify:track:43dICZWeruQuFctoHrIEVS,48,46
Fly Like An Eagle,Steve Miller Band,spotify:track:3e0FzZjTXOUtiJGSClOBrI,67,56
Take The Money And Run,Steve Miller Band,spotify:track:1ZhrREyOOeFV6TxDOyiPwu,69,56
Rock'n Me,Steve Miller Band,spotify:track:1orVKbp6vqtfAPOmvRofVq,67,70
Jet Airliner,Steve Miller Band,spotify:track:2zI3bUYn2pcF27of6i2oqK,65,57
Living In The U.S.A.,Steve Miller Band,spotify:track:7EueQGMtSPfBeyodoyFodr,42,38
Lady,Styx,spotify:track:1wpRglLhQ092N1rftlDMD3,60,39
Lorelei,Styx,spotify:track:0Ku4H5iDJZnsClOF16le4g,46,33
Suite Madame Blue,Styx,spotify:track:1gufwupdoA0lqEgg66JUPD,43,19
Snowblind,Styx,spotify:track:7rcKKQTJLSno5RRDXbskGN,39,25
School,Supertramp,spotify:track:6fnachl7fIn5dqIjakfJ57,63,37
Bloody Well Right,Supertramp,spotify:track:2SmlWvdYG6FsagxN3FkHMI,60,57
Crime Of The Century,Supertramp,spotify:track:0uOUe1nR390nT5Sxvc5FH7,44,40
Rudy,Supertramp,spotify:track:6R922nNlvHiRfckmDcdL2b,42,43
The Logical Song,Supertramp,spotify:track:2IOeOJyiuzwF8BRAK9jJyj,52,62
Goodbye Stranger,Supertramp,spotify:track:5dE8s6uWRGNc1Ac7y8rULq,49,42
Breakfast In America,Supertramp,spotify:track:4uKop5eqeLow56qacdfO1P,45,60
Take The Long Way Home,Supertramp,spotify:track:2V2vMp1KIyoUelGT2znztx,33,42
Ballroom Blitz,Sweet,spotify:track:3Pu3IChaAoa5EjgUBv5F6x,65,64
Fox On The Run,Sweet,spotify:track:4uip0lLkMKl1nwchsdXs1r,58,51
Love Is Like Oxygen,The Sweet,spotify:track:1Ellw6qRoLJzQCVgvC9t9Z,30,50
Bang a Gong (Get It On) - 2003 Remaster,T. Rex,spotify:track:6FsQrRpBLgsrFeAeiQqytm,63,73
Working on the Road - 2002 Remaster,Ten Years After,spotify:track:5cV1eAhaeRAP0ZbVS3pGrL,1,36
I'd Love to Change the World - 2004 Remaster,Ten Years After,spotify:track:19HjHUjCfDrEYhVSIKG6nK,41,38
Jailbreak,Thin Lizzy,spotify:track:6SCgp1JsD1uu0eHmJp16OZ,28,64
The Boys Are Back In Town,Thin Lizzy,spotify:track:5lT5cSoSC4Rpix5uVZyCwI,29,45
One - Single Version,Three Dog Night,spotify:track:06pwsQurRPEEG8P6aXzoAJ,26,35
Mama Told Me (Not To Come) - Single Version,Three Dog Night,spotify:track:1dHCvm1MK2HAAvucbV4cdW,28,66
Joy To The World - Single Version,Three Dog Night,spotify:track:2BeWu1tKn27ZVBEkPNIi0v,23,66
The Family Of Man - Single Version,Three Dog Night,spotify:track:3esC0jhmOwuG43mqrHt2m9,24,56
Never Been To Spain - Single Version,Three Dog Night,spotify:track:0YCafqL3YbE9pZ7mrtXWtf,26,51
Shambala - Single Version,Three Dog Night,spotify:track:2VQSE7cwQ8u1trBP89NDxp,24,60
Free Fallin',Tom Petty,spotify:track:5tVA6TkbaAH9QMITTQRrNv,77,62
I Won't Back Down,Tom Petty,spotify:track:7gSQv1OHpkIoAdUiRLdmI6,74,76
Love Is A Long Road,Tom Petty,spotify:track:4PJEK76V3A1S0XzZJuTWh7,44,64
Yer So Bad,Tom Petty,spotify:track:2ZS3jFe6p8UoVyrY5jWBlF,57,57
Wildflowers,Tom Petty,spotify:track:2Pr1nZpt8A8WP7QYpyq6L3,68,54
You Don't Know How It Feels,Tom Petty,spotify:track:7MooGz4ZPE4bNxjFegR6Jx,65,76
You Wreck Me,Tom Petty,spotify:track:0YkbYk24ODhuewb79zZZzM,60,48
Crawling Back To You,Tom Petty,spotify:track:1JenqZNMU6unIwVWmoP3J0,45,62
Refugee,Tom Petty and the Heartbreakers,spotify:track:4mcZYzoGwPRDdhWVlygiHf,64,58
Here Comes My Girl,Tom Petty and the Heartbreakers,spotify:track:685sEpLJe80Zzuxz3siOVT,55,58
Even The Losers,Tom Petty and the Heartbreakers,spotify:track:1bms9tDuoxEDeqxyvFnP6z,38,46
Shadow Of A Doubt (A Complex Kid),Tom Petty and the Heartbreakers,spotify:track:0uV5j1LuzRS5HglBLKmwM0,32,46
Don't Do Me Like That,Tom Petty and the Heartbreakers,spotify:track:5AzpZ5ADn1AFPxcEBd2Ugf,62,76
Something In The Air,Tom Petty and the Heartbreakers,spotify:track:61ydRWnQ31DWFDqEj325nf,43,28
The Waiting,Tom Petty and the Heartbreakers,spotify:track:4ZA0EXmjnZIYguEMf0Mc88,56,56
Kings Road,Tom Petty and the Heartbreakers,spotify:track:0nYcdrqObqVmwBOgn1zgOf,25,35
Learning To Fly,Tom Petty and the Heartbreakers,spotify:track:17S4XrLvF5jlGvGCJHgF51,71,65
Kings Highway,Tom Petty and the Heartbreakers,spotify:track:0ge66NW3sKKgWW7eKQHnE0,39,48
Into The Great Wide Open,Tom Petty and the Heartbreakers,spotify:track:63xBnyUVKIupzjHno4wFs3,59,61
I Need to Know,Tom Petty and the Heartbreakers,spotify:track:26TpLkciA8vz3kAvSI5tHG,49,52
Listen to Her Heart,Tom Petty and the Heartbreakers,spotify:track:2iW5uc25ziGLlNMqdhFJad,48,48
Rockin' Around (With You),Tom Petty and the Heartbreakers,spotify:track:0inmDzoPyVU5PYVgHJ8y7b,33,72
Breakdown,Tom Petty and the Heartbreakers,spotify:track:5x53pbGk6sbl1BGom19QQ5,64,62
Anything That's Rock 'n' Roll,Tom Petty and the Heartbreakers,spotify:track:2AX3BnBmNwR2lHZhkKvmXJ,40,68
American Girl,Tom Petty and the Heartbreakers,spotify:track:7MRyJPksH3G2cXHN8UKYzP,73,55
Crystal Blue Persuasion,Tommy James & The Shondells,spotify:track:0aD8W0ChzDgEKpB1zsJ8zv,57,62
Draggin' the Line,Tommy James & The Shondells,spotify:track:4WYFQLVqla6tpYtKsSqcgu,59,67
Dear Mr. Fantasy,Traffic,spotify:track:5CGpPUcUahMuLzkNK9ZgPP,59,24
Fight the Good Fight,Triumph,spotify:track:2yjzC8m0rkOIgAFoOTq2eG,38,36
Say Goodbye,Triumph,spotify:track:29DzsODuGtOOJ2pR2SgVvS,27,43
Follow Your Heart,Triumph,spotify:track:5ElLpqkkBDi1jlXjhg47Od,27,50
Tears in the Rain,Triumph,spotify:track:4opZJswPga1ZqItW19RAST,31,61
Lay It on the Line,Triumph,spotify:track:1Z2QOs8yvrtPkOAeDWyAUP,13,25
Wild Thing,The Troggs,spotify:track:7jGzYUZ2Bgg8BDfYlQRfn8,65,45
Easy Livin',Uriah Heep,spotify:track:6qn5Ysxo9H4z4QgEvwg1SK,1,26
Stealin',Uriah Heep,spotify:track:2AEW4oatiphhXuGRteMLqx,48,33
Runnin' with the Devil - 2015 Remaster,Van Halen,spotify:track:3KhF2YiNpJvGpfiCW45R6D,70,47
Ain't Talkin' 'Bout Love - 2015 Remaster,Van Halen,spotify:track:6fybp4N6eW3bsFAvARxyVe,68,52
Jamie's Cryin' - 2015 Remaster,Van Halen,spotify:track:6MumccCPd4N6qBVdl0gSeM,56,56
Feel Your Love Tonight - 2015 Remaster,Van Halen,spotify:track:2fZTVlNbTrOAt05ohKJ3ym,49,46
Little Dreamer - 2015 Remaster,Van Halen,spotify:track:0AiUx0SP4HK1DJPwi20cEn,48,38
Dance the Night Away - 2015 Remaster,Van Halen,spotify:track:4RS9PmtHQe7I0o5fEeweOY,65,55
Somebody Get Me a Doctor - 2015 Remaster,Van Halen,spotify:track:7JAy52kMccOPKwyFYboJae,45,40
Beautiful Girls - 2015 Remaster,Van Halen,spotify:track:7Ly4DzymgujObKg7wWVHZV,52,28
And the Cradle Will Rock... - 2015 Remaster,Van Halen,spotify:track:4MM0jT9z9m7VFiusFrGJ8C,52,51
Everybody Wants Some!! - 2015 Remaster,Van Halen,spotify:track:5TnzOUFWoZHUEtOWlxrIlY,51,53
Take Your Whiskey Home - 2015 Remaster,Van Halen,spotify:track:0ial9SvyJt9ksxlxL4sj9b,45,59
Mean Street - 2015 Remaster,Van Halen,spotify:track:1eGSgC6ZhJ8D4nrZZ83LyA,54,48
Unchained - 2015 Remaster,Van Halen,spotify:track:6fHS0zmDdDKktklfaqojaF,59,53
So This Is Love? - 2015 Remaster,Van Halen,spotify:track:6GY1Wq4k1N0CI5VlfrIeiZ,41,32
Dancing in the Street - 2015 Remaster,Van Halen,spotify:track:4uKDB1adPk8DgV7WwBePQi,49,58
Jump - 2015 Remaster,Van Halen,spotify:track:7N3PAbqfTjSEU1edb2tY8j,78,57
Panama - 2015 Remaster,Van Halen,spotify:track:05RgAMGypEvqhNs5hPCbMS,74,53
Drop Dead Legs - 2015 Remaster,Van Halen,spotify:track:49KoX0qpXf3wHyP9nfUaqq,57,50
Hot for Teacher - 2015 Remaster,Van Halen,spotify:track:6QDbGdbJ57Mtkflsg42WV5,69,55
I'll Wait - 2015 Remaster,Van Halen,spotify:track:2TIKWWCf6qAtVP6AGa7e9k,55,63
Just Like Paradise,David Lee Roth,spotify:track:5ZY7Gug850kv4heJcWZGHM,58,61
Gloria (feat. Van Morrison) - Mono Version,Them,spotify:track:2aH5Pqq1F0sqZN1NFmWNvL,48,62
"Baby, Please Don't Go (feat. Van Morrison)",Them,spotify:track:5WUgOOaTk00PnksDekcgcg,61,72
Here Comes the Night (feat. Van Morrison),Them,spotify:track:3OfttbJAJNvkI4VwtZD2E7,49,64
Brown Eyed Girl,Van Morrison,spotify:track:3yrSvpt2l1xhsV9Em88Pul,80,49
Sweet Thing - 2015 Remaster,Van Morrison,spotify:track:7rPsF218CASDaDEoMkEe03,46,51
And It Stoned Me - 2013 Remaster,Van Morrison,spotify:track:0pLt4z90EzbN7lY9lky1Z9,51,59
Moondance - 2013 Remaster,Van Morrison,spotify:track:6KHNMPZTSif1zFbFKErpNU,50,61
Domino - 2015 Remaster,Van Morrison,spotify:track:7e4uAd7VdiLMX4ktstIdmt,28,73
Wild Night,Van Morrison,spotify:track:1A7hIo1C8jacIQ5ZiCjc8g,63,57
I Can't Explain,The Who,spotify:track:5cJmbTg4XCm4D5QdPi2q1A,35,55
The Kids Are Alright,The Who,spotify:track:7LGWqUyCnlE8tvzMaI00If,26,28
Happy Jack,The Who,spotify:track:4EQL3I68WEw20icaY5y6Cy,40,56
Pictures Of Lily,The Who,spotify:track:123RhEzztpTieeEd13NexC,31,52
The Seeker - Edit,The Who,spotify:track:5orygsZ5Ga0jEOvftsXqw2,64,32
Magic Bus - Original Stereo Version,The Who,spotify:track:3hXfw2gP25VxNwESNVJjqV,36,71
Substitute,The Who,spotify:track:6Ht0wBgRgLQPjIQKks766b,49,37
I'm A Boy - Alternate Stereo Version,The Who,spotify:track:33WFoSiYdqqo0XU5hI0Md8,25,50
The Real Me,The Who,spotify:track:4rVvheUQ2wQpn5uXX5l0gS,42,49
5:15,The Who,spotify:track:5E7AQh3drqwYcIQkcdUs5Y,40,43
Love Reign O'er Me,The Who,spotify:track:4Mqs0h95KAeNiGp7u4udlt,50,30
Call Me Lightning,The Who,spotify:track:7DwHL5o6nscK81sYJrbDbO,18,54
Join Together,The Who,spotify:track:6JNVCUi0TUeNFVLvyXFJfN,49,56
Go To The Mirror!,The Who,spotify:track:04hBFZJ5PeIc8PPe4v1XiA,26,35
I'm Free,The Who,spotify:track:1Aet0ys8oQ5dJFsHHwIclj,26,62
Pinball Wizard,The Who,spotify:track:5eLVowriNzDh1FCXRyTtGc,31,54
Who Are You,The Who,spotify:track:23IJ5wLRhEZ9DOuia5mPiZ,66,65
Slip Kid,The Who,spotify:track:5u4ux8qOKS4fZiCoA0LcG9,37,62
Squeeze Box,The Who,spotify:track:4lzNP52B3CfeVr2drfPh6X,57,63
I Can See For Miles - Mono Version,The Who,spotify:track:3k00jE1jmhhIJXIr9kqxO2,0,34
Baba O'Riley,The Who,spotify:track:3qiyyUfYe7CRYLucrPmulD,76,49
Bargain,The Who,spotify:track:4Vtl42qX97JBj68TKifBHR,48,45
Love Ain't For Keeping,The Who,spotify:track:1zdmeAd3wE2VlrrxpAAEgr,44,55
The Song Is Over,The Who,spotify:track:1F10hpkS0xntdnTZ4bIjTp,42,36
Going Mobile,The Who,spotify:track:236pPQUEDapfH7Jn6rbhBa,42,53
Behind Blue Eyes,The Who,spotify:track:0cKk8BKEi7zXbdrYdyqBP5,71,39
Won't Get Fooled Again - Original Album Version,The Who,spotify:track:0cJPLFrlV7TTCyPLupHzcH,68,69
Shapes of Things,The Yardbirds,spotify:track:4wUEyxnu0u0r5Ht2zLI79b,31,43
Over Under Sideways Down - The Mono Album,The Yardbirds,spotify:track:07KYQySlrmE94gaLbhvp4X,49,53
Heart Full of Soul,The Yardbirds,spotify:track:0AiuEo7FCxP2y2WTOpLPe5,50,49
I'm Not Talking,The Yardbirds,spotify:track:1JWtLW1nmMVucFSsRJU417,10,50
"Good Morning, Little Schoolgirl",The Yardbirds,spotify:track:7jPFZbeb6N7eakB1DbQPSm,8,55
I'm a Man,The Yardbirds,spotify:track:2Bi0JWdxDMaKPanNofJSdL,30,39
Owner of a Lonely Heart,Yes,spotify:track:0GTK6TesV108Jj5D3MHsYb,71,74
"Starship Trooper: a. Life Seeker, b. Disillusion, c. Würm",Yes,spotify:track:1K75F5lMyhGFqbM8HwWSpS,47,29
Roundabout - 2003 Remaster,Yes,spotify:track:0YveezON7jpiaHA8fnUHxN,63,41
Care Of Cell 44,The Zombies,spotify:track:5QXqz1KDz8Z8DmfQoxWmmy,50,42
This Will Be Our Year,The Zombies,spotify:track:02KpkaZbiutsR0ucxce4Sh,58,54
Time of the Season - Mono Version,The Zombies,spotify:track:5AJrhrwz4oSZX2PwwV4qrN,68,54
She's Not There,The Zombies,spotify:track:3dzW0SoVNyJTWWJimX8stj,65,52
Tell Her No,The Zombies,spotify:track:5FNRngWeBEpR8BiGLlNm2l,51,76
Brown Sugar,ZZ Top,spotify:track:5dGVIZ6oc0ScR4ldWGbXSU,43,59
Goin' Down to Mexico,ZZ Top,spotify:track:41nCMOPQMxSvobx3eHslxv,33,44
Just Got Back from Baby's,ZZ Top,spotify:track:7AX7qVqFljHOJC3FIQ8a6t,40,61
Just Got Paid,ZZ Top,spotify:track:7bNFkCSO1ofu3uzr6voY7T,58,57
Francine,ZZ Top,spotify:track:1dzfGr4PZ5npvdv6DWvycB,41,50
La Grange - 2005 Remaster,ZZ Top,spotify:track:70YvYr2hGlS01bKRIho1HM,77,55
Beer Drinkers & Hell Raisers - 2006 Remaster,ZZ Top,spotify:track:2ap1hCe7wyOWkMJsnIn0V1,52,49
Tush - 2006 Remaster,ZZ Top,spotify:track:6zGDIDjfDkPyNxrEERO3XG,68,58
It's Only Love,ZZ Top,spotify:track:4gY07XF01nlzHuPNlMFnBe,31,70
Arrested for Driving While Blind,ZZ Top,spotify:track:5NR2RuQ5rQplGLaKS7ZwAu,38,55
"I'm Bad, I'm Nationwide",ZZ Top,spotify:track:7hq8ntGVskliIPeoP99nA2,51,43
Got Me Under Pressure,ZZ Top,spotify:track:0obylpC28LbpeUx0tezLFU,40,64
Tube Snake Boogie,ZZ Top,spotify:track:6jkvxL7eByzKEhnHKGLC9O,36,57
Cheap Sunglasses,ZZ Top,spotify:track:0FvWTzmlU7kp2f15zn7mqd,38,63
Caught Up In You,38 Special,spotify:track:3jYRpwbctfqB77uU7T7K3U,66,42
Hold On Loosely,38 Special,spotify:track:6i9dZZQWNB06HKsQYKTiPF,67,57
Back Where You Belong,38 Special,spotify:track:5V9bsImhPlSOThirjfLLU1,48,50
Fantasy Girl,38 Special,spotify:track:2YnONzNDNwNELVLOS7wIgZ,50,42
If I'd Been The One,38 Special,spotify:track:6XomFpGnHv0hYgUoW75dOw,60,57
Home by the Sea - 2007 Remaster,Genesis,spotify:track:14AI8Qt9giIa8uzek1I24O,47,60
Land of Confusion - 2007 Remaster,Genesis,spotify:track:6twIBPybEvGydyNzNz89FT,55,61
Queen Of The Reich - Remastered 2003,Queensrÿche,spotify:track:1CLTuG0I0iUf68kCIyXP44,44,28
Revolution Calling - Remastered 2003,Queensrÿche,spotify:track:6jutYLUIuEUYZnVHflVjUK,29,57
The Mission - Remastered 2003,Queensrÿche,spotify:track:3bntzrqfCdrTjJxRhbf7rs,27,31
Breaking The Silence - Remastered 2003,Queensrÿche,spotify:track:51PvMspXXFjLWUfePpeImt,27,55
I Don't Believe In Love - Remastered 2003,Queensrÿche,spotify:track:3p9GbXMy1f9Efhdfj0QNBG,41,55
Eyes Of A Stranger - Remastered 2003,Queensrÿche,spotify:track:43GalYZWoUi9cciYdv0Bej,29,49
The Thin Line - Remastered 2003,Queensrÿche,spotify:track:2kVrvvxO85j7HpU4l9SPJm,32,54
Jet City Woman - Remastered 2003,Queensrÿche,spotify:track:4sOlbksuGHyUkSafNnho2f,57,50
Another Rainy Night (Without You) - Remastered 2003,Queensrÿche,spotify:track:4tUma2etb9HVEHTeIdJjl3,46,46
Silent Lucidity - Remastered 2003,Queensrÿche,spotify:track:6OSyCAmXT4Gkd3OQ2aPOaF,64,46
Resistance - Remastered 2003,Queensrÿche,spotify:track:1f7yfuUOSETUDNmtx7nszt,30,45
One And Only - Remastered 2003,Queensrÿche,spotify:track:59D8Gm8VLhwuyCYa8sCc1v,28,54
In The Dark - Remastered,Billy Squier,spotify:track:2dgjjOdz8qnGXLos9xbNNV,54,54
The Stroke - Remastered,Billy Squier,spotify:track:52KvuGmgcgRdrLMXOtda0E,71,67
My Kinda Lover - Remastered,Billy Squier,spotify:track:6g14FUj5zU9FDRwBi963vS,65,53
Lonely Is The Night - Remastered,Billy Squier,spotify:track:28eg5bkYvIHT7HPmzZFwLN,66,35
Everybody Wants You,Billy Squier,spotify:track:1BUTAQyk9QsdvRDghyMTC9,57,53
Run to the Hills - 2015 Remaster,Iron Maiden,spotify:track:0sxYYT48UPkmrDx8p4Hnrl,62,25
Hallowed Be Thy Name - 2015 Remaster,Iron Maiden,spotify:track:5KOHd90fkcnS37GkBUjsdW,58,31
Flight of Icarus - 2015 Remaster,Iron Maiden,spotify:track:5orSFpEyBcj8ogpOqI4yOQ,52,37
The Trooper - 2015 Remaster,Iron Maiden,spotify:track:1Ab3hhOw1TJWDgO10vlxNZ,65,28
2 Minutes to Midnight - 2015 Remaster,Iron Maiden,spotify:track:4sAjWbPq6iSI6I0Ovr9CkY,57,45
The Wicker Man - 2015 Remaster,Iron Maiden,spotify:track:7e33IaVp4FKTTwOEKqsqEI,46,42
Live Wire,Mötley Crüe,spotify:track:06EC9TibZK2mACTZ2usK1h,4,42
Take Me To The Top,Mötley Crüe,spotify:track:4jLTF119PfzzJoaNuj3d2p,1,29
Shout At The Devil,Mötley Crüe,spotify:track:1hqrYSqvNc9x3BETX1cZhk,6,49
Looks That Kill,Mötley Crüe,spotify:track:5uRN4EmPA7BWs5f4xsIl0Z,3,48
Too Young To Fall In Love,Mötley Crüe,spotify:track:2rVZC1JG8pBIuUUdrpvjPx,1,49
Ten Seconds To Love,Mötley Crüe,spotify:track:2ABRY6jgqgSUyS5B1YdNIn,1,65
Smokin' In The Boys Room,Mötley Crüe,spotify:track:0TiRPD1YD6Ox3bUujwXCQa,3,39
Home Sweet Home,Mötley Crüe,spotify:track:4zXvB4MoQD8onk0NCZbeHG,7,40
Use It Or Lose It,Mötley Crüe,spotify:track:1OxUd69NdTtJijLjlLb5B4,0,52
Wild Side,Mötley Crüe,spotify:track:41wWrTueWew7qUU0Ru87Mp,3,60
Sumthin' For Nuthin',Mötley Crüe,spotify:track:5TBtamnJryyGezWz7Stpaq,0,58
Dr. Feelgood,Mötley Crüe,spotify:track:3U6sjwor2GyL9gwiolSi1Q,6,54
Rattlesnake Shake,Mötley Crüe,spotify:track:31hVKA2YVN1RSM4qk8utCH,0,53
Kickstart My Heart,Mötley Crüe,spotify:track:7GonnnalI2s19OCQO1J7Tf,15,36
Same Ol' Situation (S.O.S.),Mötley Crüe,spotify:track:0FqMZmwe9qJ3nR5FuYpyoY,2,50
Don't Go Away Mad (Just Go Away),Mötley Crüe,spotify:track:2zZ8l0uehjvGhJR5SMN9Jl,1,29
Rock Brigade,Def Leppard,spotify:track:3d3xx7YIqxTqizaeL5tDUX,39,31
Wasted,Def Leppard,spotify:track:4JrvsfwMdWJyEbV0DDZTtd,49,25
Bringin' On The Heartbreak,Def Leppard,spotify:track:7iEVmnzJr1V7duYKPWplzp,60,33
Let It Go,Def Leppard,spotify:track:1aR6W01r094onPc4O2avEp,55,41
Rock Rock (Till You Drop),Def Leppard,spotify:track:1RBQR8HjZUPLikoIjD67Ep,51,56
Photograph,Def Leppard,spotify:track:18URo35acNKRTHfEdjTcGn,68,60
Too Late For Love,Def Leppard,spotify:track:5vHyWEoEyIJT5RhR1fcN7y,58,54
Foolin',Def Leppard,spotify:track:1wv8bYmoqY3TAKKQY3Qn7t,60,61
Love Bites,Def Leppard,spotify:track:4qWizh4UB8BuSypZ3T1zAz,56,59
Armageddon It,Def Leppard,spotify:track:3ybF6Iaia01EbXg5VmxPcb,51,65
Hysteria,Def Leppard,spotify:track:2PFIZFcGry0po3ZfRZkzKc,70,66
Rock Me,Great White,spotify:track:0u6toDywZABXlUBq76iPKW,52,56
Once Bitten Twice Shy,Great White,spotify:track:7pkWZL0kA26s754CwyK0SH,63,72
House Of Broken Love,Great White,spotify:track:0tFscEe2fMwsHflVPsyaAD,49,58
Nobody's Fool,Cinderella,spotify:track:01Q4wU19hamqnhNjtuvTyI,63,37
Somebody Save Me,Cinderella,spotify:track:3fjiaIx6KFssAz3C8TaUec,56,56
Don't Know What You Got (Till It's Gone),Cinderella,spotify:track:5QRs63VVKNaqUjg6XSSckM,62,38
Gypsy Road,Cinderella,spotify:track:2F8Glc7r4mHHSCEegD4Ju1,65,52
Coming Home,Cinderella,spotify:track:5EicljVZKVOo2LZHREtWmQ,53,48
Down Boys,Warrant,spotify:track:0dw3dXWx6dgp7Ri3HeDBUq,51,61
Big Talk,Warrant,spotify:track:5QwzwrBOj8ZcYFlm6splOa,39,53
Sometimes She Cries,Warrant,spotify:track:0m5RdyFFcOKhut3sGkeWHG,51,44
Heaven,Warrant,spotify:track:2dEgwtRjYl6TJkIwjRwn6z,61,46
Uncle Tom's Cabin,Warrant,spotify:track:01EE19A34FoehGnVosOFes,53,57
I Saw Red,Warrant,spotify:track:5Kz1hj2NNSsgf0YkgFJh4e,44,50
Modern Day Cowboy,Tesla,spotify:track:5ZIU2kT1wNjQNclQeVCz5O,61,44
Little Suzi,Tesla,spotify:track:5ihJU3sYiOaUhU5S4LRJBV,53,55
The Way It Is,Tesla,spotify:track:3l4L10OL1gbfypzTwjvINb,40,33
Love Song,Tesla,spotify:track:0vJUdIefT5caKla9H8b1q4,55,35
Nightrain,Guns N' Roses,spotify:track:0q1ByjLW37myF8yUwSst5j,42,39
Rocket Queen,Guns N' Roses,spotify:track:5DiyIWIrxGQDom0VR4VGym,40,45
Dead & Bloated - 2017 Remaster,Stone Temple Pilots,spotify:track:1BYQ2ilaYWZsRtRgDGQLYI,51,57
Wicked Garden - 2017 Remaster,Stone Temple Pilots,spotify:track:7FblcKgEyo6zZjSMAnYpOX,56,22
Creep - 2017 Remaster,Stone Temple Pilots,spotify:track:6dmueYtoihUhlQZlImBCmm,61,66
Plush - 2017 Remaster,Stone Temple Pilots,spotify:track:0CkspLl535ZxdwCRs8AdZ4,64,43
Vasoline - 2019 Remaster,Stone Temple Pilots,spotify:track:4fjsOdrWMaKf70x21h5XbX,62,30
Interstate Love Song - 2019 Remaster,Stone Temple Pilots,spotify:track:6qLEOZvf5gI7kWE63JE7p3,73,22
Big Empty - 2019 Remaster,Stone Temple Pilots,spotify:track:2E6elGQS3KaKR7QdfzQXdP,59,34
Cherub Rock - Remastered 2011,The Smashing Pumpkins,spotify:track:3ow0TQVttXQF8rLckmXgRx,64,38
Today - 2011 Remaster,The Smashing Pumpkins,spotify:track:0u5aO1GYsIhAWCPuXdwnak,66,46
Zero - Remastered 2012,The Smashing Pumpkins,spotify:track:4YFcGTdgmEuw8xTO4XrxbB,70,44
Bullet With Butterfly Wings - Remastered 2012,The Smashing Pumpkins,spotify:track:6GtX0jaNL8IjVQfrDBx81z,75,40
1979 - Remastered 2012,The Smashing Pumpkins,spotify:track:5QLHGv0DfpeXLNFo7SFEy1,78,77
About A Girl - Remastered,Nirvana,spotify:track:4T0OWC2ISMWVDAIdhIPXK4,0,41
Blew - Remastered,Nirvana,spotify:track:47iWAESq90vUl0VVPx4xLX,0,41
In Bloom,Nirvana,spotify:track:55n69wdvbtg1VmQ9rci2WE,40,44
