name_track,artist_track,uri_track,popularity,tempo,genres,urlImage
Jungleland,Bruce Springsteen,spotify:track:3R2q3FCnNIw2XhuEbYtYk6,51,134,"classic rock, heartland rock, mellow gold, permanent wave, rock, singer-songwriter",https://i.scdn.co/image/ab67616d00004851503143a281a3f30268dcd9f9
Elephants,Blaudzun,spotify:track:13P8g1FEZ29RxpDUpdf8yq,30,124,"dutch indie, dutch pop, dutch rock",https://i.scdn.co/image/ab67616d00004851332980931cb6d05bc55923d0
Much Against Everyone's Advice,Soulwax,spotify:track:650lB7K5gFFUWITxODNd5e,35,138,"australian psych, neo-psychedelic",https://i.scdn.co/image/ab67616d000048517bfeee00cff9f919099770bb
I Surrender,Saybia,spotify:track:6TMLUWtrSoTNFo7viirKh3,50,136,danish pop rock,https://i.scdn.co/image/ab67616d000048519a1d05207ad513f7e02b1824
Know Your Enemy,Rage Against The Machine,spotify:track:1XTGyfJeMiZXrZ1W3NolcB,64,117,"alternative metal, alternative rock, conscious hip hop, funk metal, nu metal, political hip hop, rap metal, rap rock, rock",https://i.scdn.co/image/ab67616d000048517676c7bf4e667590e496c2a3
The Suburbs,Arcade Fire,spotify:track:2UWdUez9MB9yzL7Y81Mcip,60,118,"baroque pop, canadian indie, indie rock, modern rock, permanent wave, quebec indie, rock",https://i.scdn.co/image/ab67616d00004851532391d63cfd6d32677f7af6
The Chemicals Between Us - Remastered,Bush,spotify:track:2zS8FkQaSNHAIpqePh95JB,49,98,"alternative metal, alternative rock, grunge, modern rock, nu metal, pop rock, post-grunge, rap rock, rock",https://i.scdn.co/image/ab67616d0000485123d47ee433e44406df42d7b6
Daddy Issues,Pip Blom,spotify:track:5ifFVNR8c71ZeKQwLNGP0R,31,143,"chamber psych, dutch indie, dutch indie rock, english indie rock",https://i.scdn.co/image/ab67616d0000485185c0e30fdadc6b7912d7368e
The Passenger,Iggy Pop,spotify:track:15BQ7vEDv2LJuh8TxWIhtd,72,135,"classic rock, glam rock, new wave, permanent wave, post-punk, protopunk, punk, rock",https://i.scdn.co/image/ab67616d000048514aa5f679427e35409a06f225
Obstacle 1,Interpol,spotify:track:0vrlOGhCwK3xqy1xNUQJHj,50,121,"alternative rock, indie rock, modern rock, rock",https://i.scdn.co/image/ab67616d000048510fc11484467dc0eaaf6bd1b0
Beautiful Ones,Suede,spotify:track:5yWVfYEeQRPuFtytvkOgU1,55,99,"hip hop, indie soul, neo soul, underground hip hop",https://i.scdn.co/image/ab67616d0000485154a78359ef17a590ab24256c
Particles,Nothing But Thieves,spotify:track:1W2TYUenzUdOOuATtQIWS2,56,154,"alternative pop rock, modern alternative rock, modern rock, rock",https://i.scdn.co/image/ab67616d0000485103598d18d77ffb1c9c250574
Maybe Tomorrow,Stereophonics,spotify:track:6SXy02aTZU3ysoGUixYCz0,66,81,"britpop, modern rock, neo mellow, pop rock, rock, welsh rock",https://i.scdn.co/image/ab67616d0000485162e5f8cd227dd6bef37d84d6
Got the Life,Korn,spotify:track:6nJPHXRpKYv2yqtalEjKy5,70,123,"alternative metal, funk metal, nu metal, rap metal, rock",https://i.scdn.co/image/ab67616d0000485150d216aebaf98e8ac9947fd5
No Sound but the Wind,Editors,spotify:track:6LU15UdRHvUnHW8OyEbxy3,47,88,"alternative dance, britpop, indie rock, modern rock, rock",https://i.scdn.co/image/ab67616d00004851955fcf8a0d90882d35aa5ab0
My Favourite Game,The Cardigans,spotify:track:0Ui05Ov0s4PnRc4JI3Pilg,67,143,"dance pop, lilith, new wave pop, permanent wave, pop rock, swedish pop",https://i.scdn.co/image/ab67616d000048515ef700b0fb079793f8b0d774
Let's Dance to Joy Division,The Wombats,spotify:track:7v9Ne4758aGFfFc5avh89h,63,117,"liverpool indie, modern rock, rock",https://i.scdn.co/image/ab67616d00004851506a7ea3d6224d687b72940c
"Shine On You Crazy Diamond, Pts. 1-5 - 2011 Remaster",Pink Floyd,spotify:track:32dnKMni3I3gwUbWp4mi45,63,136,"album rock, art rock, classic rock, progressive rock, psychedelic rock, rock, symphonic rock",https://i.scdn.co/image/ab67616d00004851df3aa3f27dfda3285ca7a2e5
State of Love and Trust,Pearl Jam,spotify:track:6dnmovOCP7vG4ysCvX2ub4,55,165,"alternative rock, grunge, permanent wave, rock",https://i.scdn.co/image/ab67616d0000485126606c9bba49a83567fb1d9e
Sometime Around Midnight,The Airborne Toxic Event,spotify:track:2Oil8e1FeVWvFuC8bgoK97,39,126,"indie rock, la indie, metropopolis, modern rock, stomp and holler",https://i.scdn.co/image/ab67616d00004851fa467ec127b97aed233b4637
No Rain,Blind Melon,spotify:track:6txWz9UapYHVxEd7dDIHXT,75,148,"alternative metal, alternative rock, blues rock, grunge, pop rock, rock",https://i.scdn.co/image/ab67616d000048517ed1df1690df31d094d7c2bc
Fat Lip,Sum 41,spotify:track:4KacUpvbA3Mfo05gttTjhN,73,197,"canadian pop punk, canadian punk, punk",https://i.scdn.co/image/ab67616d000048519a482180e6a306229bff49dc
Pictures Of You - Remastered,The Cure,spotify:track:2o49Twc3qrNMOt8gq9W06L,61,172,"art pop, dance pop, pop",https://i.scdn.co/image/ab67616d00004851ee8b603d6c666ba428daac30
Stupid Girl - 2015 - Remaster,Garbage,spotify:track:02bDwHxd8UuWJyeytiohaK,58,120,"hip hop, rap",https://i.scdn.co/image/ab67616d000048512434a49ee6ab7a094f316f5f
Fever,Ramkot,spotify:track:7iTv8Fp7fPbAS8oXKT16rI,21,94,"dutch rock, ghent indie",https://i.scdn.co/image/ab67616d000048511ba0384a2f4723c6cd5bbfa4
Waterfront - Remastered 2002,Simple Minds,spotify:track:3Mw3lZoplwJrVE5Qz7XRUx,49,120,"art rock, dance rock, mellow gold, new romantic, new wave, new wave pop, rock, scottish new wave, soft rock, synthpop",https://i.scdn.co/image/ab67616d00004851a76ef8334139faf4d41a121d
Day Is Done,JOHAN,spotify:track:11Dq5dLpwxIwRcIKd2wgL1,32,76,"indie pop, pop",https://i.scdn.co/image/ab67616d00004851665b82c268abd30f562dd39f
Dark Necessities,Red Hot Chili Peppers,spotify:track:2oaK4JLVnmRGIO9ytBE1bt,73,92,"alternative rock, funk metal, funk rock, permanent wave",https://i.scdn.co/image/ab67616d0000485158406b3f1ac3ceaff7a64fef
Hallowed Be Thy Name - 2015 Remaster,Iron Maiden,spotify:track:469rBLYJUZHMJLtq2Wch3h,66,104,"hard rock, metal, nwobhm, rock",https://i.scdn.co/image/ab67616d000048515c29a88ba5341ca428f0c322
No Surprises,Radiohead,spotify:track:10nyNJ6zNy2YVYLrcwLccB,81,76,"alternative rock, art rock, melancholia, oxford indie, permanent wave, rock",https://i.scdn.co/image/ab67616d00004851c8b444df094279e70d0ed856
Let It Die,Foo Fighters,spotify:track:2XvrMHbSO077Ajg7QTTNdY,56,124,"alternative metal, alternative rock, modern rock, permanent wave, post-grunge, rock",https://i.scdn.co/image/ab67616d0000485183e260c313dc1ff1f17909cf
Am I Really Going To Die,White Lies,spotify:track:5erfAVR10gZUx3t1u4UbEm,50,110,kentucky hip hop,https://i.scdn.co/image/ab67616d00004851c832a301a70d55058bfe8c31
Somewhere Only We Know,Keane,spotify:track:1SKPmfSYaPsETbRHaiA18G,84,172,"neo mellow, piano rock, pop rock",https://i.scdn.co/image/ab67616d000048517d6cd95a046a3c0dacbc7d33
Stinkfist,TOOL,spotify:track:0pwObEOHolQZSldJ2q1wpy,65,171,"atl hip hop, hip hop, melodic rap, pop rap, rap, southern hip hop, trap",https://i.scdn.co/image/ab67616d00004851dce45359981d62e087a29e6f
One,U2,spotify:track:3G69vJMWsX6ZohTykad2AU,75,181,"irish rock, permanent wave, rock",https://i.scdn.co/image/ab67616d0000485137cd18af5725b9cad0a5ab53
My God Is the Sun,Queens of the Stone Age,spotify:track:0MHHAIjPAd3OSfBS3H0fPg,54,161,"alternative metal, alternative rock, blues rock, modern rock, nu metal, palm desert scene, rock, stoner metal, stoner rock",https://i.scdn.co/image/ab67616d00004851eee7c041844e45dd76469fa0
Porcelain,Moby,spotify:track:1hEh8Hc9lBAFWUghHBsCel,69,95,meme rap,https://i.scdn.co/image/ab67616d0000485173b063d18cd9be91eb12284a
Look At Me,De Staat,spotify:track:6cP9UO5VhytSQ3AoHhM6ii,32,115,"dutch indie, dutch indie rock, dutch rock",https://i.scdn.co/image/ab67616d00004851ea69309ecc176580129b9c39
The End,The Doors,spotify:track:5UgT7w6zVZjP3oyawMzbiK,60,106,"acid rock, classic rock, psychedelic rock, rock",https://i.scdn.co/image/ab67616d000048515b96a8c5d61be8878452f8f1
Brick by Boring Brick,Paramore,spotify:track:6GPpocnUJbzMNMTJDLYCim,58,165,"candy pop, pixie, pop emo, pop punk",https://i.scdn.co/image/ab67616d00004851b9abbedc516dd297039977bd
Hotellounge (Be The Death Of Me),dEUS,spotify:track:7tDDVlIBVH5f64YyV23X87,30,157,"hard rock, metal",https://i.scdn.co/image/ab67616d00004851c394c8f005ac7566ed6a3b36
Starlight,Muse,spotify:track:3skn2lauGk7Dx6bVIt5DVj,73,122,"puerto rican pop, trap latino",https://i.scdn.co/image/ab67616d0000485128933b808bfb4cbbd0385400
My Silver Lining,First Aid Kit,spotify:track:6tCLQ3LO1V9l6qdrrwdV6q,61,102,"swedish americana, swedish country",https://i.scdn.co/image/ab67616d0000485143492083d16b99eef3bb13ce
I'm Not Okay (I Promise),My Chemical Romance,spotify:track:7lRlq939cDG4SzWOF4VAnd,76,180,"emo, pop punk",https://i.scdn.co/image/ab67616d00004851cab7ae4868e9f9ce6bdfdf43
Losers,Balthazar,spotify:track:6otUjBoNrp27EubqsoYGQx,58,113,,https://i.scdn.co/image/ab67616d00004851e0aaf7b46564fce9139ab598
You Could Be Mine,Guns N' Roses,spotify:track:0dlTGl67UFWcKupzkxZYOn,71,151,"glam metal, hard rock, rock",https://i.scdn.co/image/ab67616d0000485192d21aef6c0d288cc4c05973
She's Lost Control - 2007 Remaster,Joy Division,spotify:track:0rcLhYRihks3t4lFPtHhQV,57,144,"alternative rock, art rock, madchester, new wave, post-punk, rock, uk post-punk",https://i.scdn.co/image/ab67616d0000485116eb1e685e6bd37ab3228de6
Hate To Say I Told You So,The Hives,spotify:track:20j7B6mL9gnNvG3ic6Vwh5,67,136,"alternative rock, garage rock, garage rock revival, modern rock, new rave, rock, swedish garage rock, swedish hard rock, swedish indie rock",https://i.scdn.co/image/ab67616d0000485185c160f9951c570a8e81f998
Red Right Hand - 2011 Remastered Version,Nick Cave & The Bad Seeds,spotify:track:0qHeP8zt2WWef7EWCs1ECj,63,116,"permanent wave, singer-songwriter",https://i.scdn.co/image/ab67616d00004851a8092710bb3ac7af94d80bdb
Lost In Yesterday,Tame Impala,spotify:track:5JWPUEov2wlX7c0jhYZpeB,67,183,"australian psych, neo-psychedelic",https://i.scdn.co/image/ab67616d0000485158267bd34420a00d5cf83a49
Nearly Lost You,Screaming Trees,spotify:track:7qzFXUvBk7lELXuxVREypV,54,202,"alternative metal, alternative rock, grunge, rock",https://i.scdn.co/image/ab67616d000048510dfb2d8dd185b3d008a2106e
Swim With Sam - rerecorded,a balladeer,spotify:track:7HWxIBizOFNo505Ljw6IcV,43,119,"dutch indie, dutch pop, dutch rock",https://i.scdn.co/image/ab67616d0000485104d9f00742d60d453571d961
The Memory Remains,Metallica,spotify:track:6RbC38oDCIXD8V2AOU1Tjr,62,144,"hard rock, metal, old school thrash, rock, thrash metal",https://i.scdn.co/image/ab67616d0000485106cb74d39d123ebe1b3c6631
These Are The Days,Inhaler,spotify:track:6fyCVdU5lJT9ErO9QicFWC,58,140,"indie rock, modern rock, oxford indie, rock",https://i.scdn.co/image/ab67616d00004851640bbff0623abe983cec1fce
No Cars Go,Arcade Fire,spotify:track:51xBgzcyzojRpqFW2ICQAB,57,136,"baroque pop, canadian indie, indie rock, modern rock, permanent wave, quebec indie, rock",https://i.scdn.co/image/ab67616d000048519e0e42aa866e5fa167b19608
Sympathy For The Devil - 50th Anniversary Edition,The Rolling Stones,spotify:track:1Ud6moTC0KyXMq1Oxfien0,73,116,"british invasion, classic rock, rock",https://i.scdn.co/image/ab67616d0000485144934a06d21864415376f5f2
Dead End Friends,Them Crooked Vultures,spotify:track:5ByJlcDmUzK69tpub789AB,54,151,"alternative metal, alternative rock, blues rock, modern alternative rock, modern blues rock, modern rock, rock, stoner rock, supergroup",https://i.scdn.co/image/ab67616d000048517355bb17937d57983e09f9f9
Ironic - 2015 Remaster,Alanis Morissette,spotify:track:1d6KS9GH06JAd19uiBy9IE,70,115,"canadian pop, canadian singer-songwriter, pop rock, singer-songwriter",https://i.scdn.co/image/ab67616d00004851242e643ea07118ecf677a6ef
Sonne,Rammstein,spotify:track:3gVhsZtseYtY1fMuyYq06F,75,75,"alternative metal, german metal, industrial, industrial metal, industrial rock, neue deutsche harte",https://i.scdn.co/image/ab67616d000048518b2c42026277efc3e058855b
Mia,Gorki,spotify:track:1AvAl5fj5mhoLHVo0to1xr,49,114,alternative hip hop,https://i.scdn.co/image/ab67616d00004851761930a3073b70d1419f9ef1
Pretty Fly (For A White Guy),The Offspring,spotify:track:3SFXsFpeGmBTtQvKiwYMDA,74,143,"alternative metal, permanent wave, punk, rock, skate punk, socal pop punk",https://i.scdn.co/image/ab67616d00004851cbd2ee7dff77bfb2b5f0af52
Hey Now,London Grammar,spotify:track:2ENgaBS5vLUpqUw8inkZZp,55,120,"edm, house, pop, uk dance",https://i.scdn.co/image/ab67616d000048518e411f06d11a04c99df55247
Holiday in Cambodia - Single Version,Dead Kennedys,spotify:track:6ZR7gzHIvcj4qvo5q4kqXN,52,198,"early us punk, hardcore punk, punk, skate punk",https://i.scdn.co/image/ab67616d00004851d61eb7005b417dba8facfbbb
Clocks,Coldplay,spotify:track:0BCPKOYdS2jbQ8iyB56Zns,81,131,"permanent wave, pop",https://i.scdn.co/image/ab67616d00004851de09e02aa7febf30b7c02d82
Closer,Nine Inch Nails,spotify:track:5mc6EyF1OIEOhAkD0Gg9Lc,64,90,"alternative metal, alternative rock, cyberpunk, electronic rock, industrial, industrial metal, industrial rock, nu metal, rock",https://i.scdn.co/image/ab67616d000048514078c255069c0e7a2553fa4a
Kid's Allright,Bettie Serveert,spotify:track:0I2XWTRuLE0HPl423N1mUO,26,128,"alternative pop, dutch indie, dutch indie rock, dutch rock",https://i.scdn.co/image/ab67616d000048519239d80da8e00d88b996d554
The Cave,Mumford & Sons,spotify:track:2HRpLui16GCENLFDXrnNkO,51,142,"modern folk rock, stomp and holler, uk americana",https://i.scdn.co/image/ab67616d0000485152de2d9f5a68301c28da59ba
Freak,Silverchair,spotify:track:2RDgs05sg2vrpwiAEUkWd0,58,118,"alternative metal, alternative rock, australian alternative rock, australian psych, grunge, nu metal, pop rock, post-grunge, rock",https://i.scdn.co/image/ab67616d00004851f6e1df99ae6316a4badcce58
Wild Child,The Black Keys,spotify:track:02bJ6uGeHKfNOhIc9qyA8e,68,107,"alternative rock, blues rock, garage rock, modern blues rock, modern rock, punk blues, rock, roots rock",https://i.scdn.co/image/ab67616d000048510e8e7267c0b377e5751630f3
Slow Hands,Interpol,spotify:track:4ZTczxCALS91VjEKWPX2DR,44,142,"alternative rock, indie rock, modern rock, rock",https://i.scdn.co/image/ab67616d000048512038ee593182f927f6920027
This Charming Man - 2011 Remaster,The Smiths,spotify:track:1FvDJ9KGxcqwv1utyPL3JZ,76,104,"madchester, new wave, permanent wave, rock, uk post-punk",https://i.scdn.co/image/ab67616d00004851a09b231129ab1cb1a6efc57f
Ten Tonne Skeleton,Royal Blood,spotify:track:0vjYxBDAcflD0358arIVZG,54,87,"ccm, christian pop",https://i.scdn.co/image/ab67616d0000485169471a9c0a6073a9beb81410
Everything In Its Right Place,Radiohead,spotify:track:2kRFrWaLWiKq48YYVdGcm8,64,124,"alternative rock, art rock, melancholia, oxford indie, permanent wave, rock",https://i.scdn.co/image/ab67616d000048516c7112082b63beefffe40151
Radar Love,Golden Earring,spotify:track:5tU9JM1v72X7oM808Am6Fq,59,102,"album rock, blues rock, classic rock, dutch prog, dutch rock, hard rock, nederpop, rock",https://i.scdn.co/image/ab67616d0000485134b4d0f8dfbb35906eefba3f
Rape Me,Nirvana,spotify:track:5Rizj5FLb2AyNKu9esjYY6,70,112,"grunge, permanent wave, rock",https://i.scdn.co/image/ab67616d00004851aca059cebc1841277db22d1c
Pain,The War On Drugs,spotify:track:59P1nrdEImkAKa1nyW9X2e,57,116,"indie rock, philly indie",https://i.scdn.co/image/ab67616d000048511cf9827de8b8dbc2fbc16f65
Still Waiting,Sum 41,spotify:track:0jqK7sGTLsHPkQrrcrGuKD,70,192,"canadian pop punk, canadian punk, punk",https://i.scdn.co/image/ab67616d00004851d6176a711e031d6522840c52
Losing My Religion,R.E.M.,spotify:track:31AOj9sFz2gM0O3hMARRBx,83,126,"dance pop, pop",https://i.scdn.co/image/ab67616d00004851e2dd4e821bcc3f70dc0c8ffd
Popular,Nada Surf,spotify:track:48sJGpBLqQTs0sZ2ImHJof,56,95,"pop rock, power pop",https://i.scdn.co/image/ab67616d00004851a46129f913a7293b208dcc7b
Riverside,Agnes Obel,spotify:track:7iHl6LcHD94l5VpmfrBUmG,62,198,chamber pop,https://i.scdn.co/image/ab67616d00004851dd78bb3926955fc4f3be7dd5
Live Forever - Remastered,Oasis,spotify:track:6TlQ5fbojNRuG0hPQMbxeW,65,91,"beatlesque, britpop, madchester, permanent wave, pop rock, rock",https://i.scdn.co/image/ab67616d00004851d86a1e021e7acc7c07c7d668
Man in the Box,Alice In Chains,spotify:track:6gZVQvQZOFpzIy3HblJ20F,74,106,"alternative metal, alternative rock, grunge, hard rock, nu metal, rock",https://i.scdn.co/image/ab67616d000048511f829ea9c2c7ffcec1a3c857
Galvanize,The Chemical Brothers,spotify:track:4bz7uB4edifWKJXSDxwHcs,63,104,"alternative dance, big beat, breakbeat, electronica, new rave, rave",https://i.scdn.co/image/ab67616d000048518e8f975a2b364769040c8169
Op Fietse,Skik,spotify:track:0C8H9i00fPS3fJkjQ2eTOF,45,104,"eau claire indie, indie folk, melancholia",https://i.scdn.co/image/ab67616d000048516d69fea6f4e8057f57b94309
Dance Of The Clairvoyants,Pearl Jam,spotify:track:3Y1q37A7ecFEdR5IAMWodA,50,114,"alternative rock, grunge, permanent wave, rock",https://i.scdn.co/image/ab67616d000048516be274136ef6cc1942295d36
Lithium,Evanescence,spotify:track:5YaLFRpqpUzgLLDcukNn0H,63,118,alternative metal,https://i.scdn.co/image/ab67616d000048517b8aabae10ab5bbe7c7f11c5
Cities In Dust,Siouxsie and the Banshees,spotify:track:2xq9cLlOPyLoi8kLlR4miz,58,120,"alternative rock, dream pop, gothic rock, new romantic, new wave, new wave pop, post-punk, punk, uk post-punk",https://i.scdn.co/image/ab67616d000048510218ad99207f343b1f8087c9
Sun Hits The Sky,Supergrass,spotify:track:0mIZErjrNQzOTDtn4UYflo,45,151,"alternative rock, britpop, modern rock, oxford indie, pop rock, rock",https://i.scdn.co/image/ab67616d00004851bf0b0c29f1f52ff00b86256f
Heart Attack,Editors,spotify:track:10jk0iLdP7W3rmfAjrjEgk,50,134,"alternative dance, britpop, indie rock, modern rock, rock",https://i.scdn.co/image/ab67616d000048519240dc801cbe78e9a053d531
No More Tears,Ozzy Osbourne,spotify:track:7w6PJe5KBPyvuRYxFkPssC,67,103,"album rock, birmingham metal, hard rock, metal, rock",https://i.scdn.co/image/ab67616d00004851c2b61984b54ad58c8d6fdd19
Time to Pretend,MGMT,spotify:track:4iG2gAwKXsOcijVaVXzRPW,70,101,"alternative dance, indietronica, modern rock, rock",https://i.scdn.co/image/ab67616d000048518b32b139981e79f2ebe005eb
Muscle Museum,Muse,spotify:track:5rupf5kRDLhhFPxH15ZmBF,56,80,"puerto rican pop, trap latino",https://i.scdn.co/image/ab67616d0000485134dd1b3a44cccef2d3c8bfce
Bad Decisions,The Strokes,spotify:track:55N8cxpE1QDoeaaNqUnoZ2,63,153,"alternative rock, garage rock, modern rock, permanent wave, rock",https://i.scdn.co/image/ab67616d00004851bfa99afb5ef0d26d5064b23b
Longview,Green Day,spotify:track:3LRJbFT9rKoKv4aW7PuBJC,65,143,"permanent wave, punk",https://i.scdn.co/image/ab67616d00004851db89b08034de626ebee6823d
Bagagedrager,Spinvis,spotify:track:734MAgzUkEyUjEGpusWLMh,40,160,"dutch indie, dutch rock",https://i.scdn.co/image/ab67616d00004851c65c64ab793f4bb3ae4940e8
Immigrant Song - Remaster,Led Zeppelin,spotify:track:78lgmZwycJ3nzsdgmPPGNx,77,113,"album rock, classic rock, hard rock, rock",https://i.scdn.co/image/ab67616d0000485190a50cfe99a4c19ff3cbfbdb
Fallen Leaves,Billy Talent,spotify:track:3jUTjCISntIUFL8jnAjzgc,65,123,"canadian punk, punk",https://i.scdn.co/image/ab67616d0000485151ad1636a7d0456ad972a71c
Breathe,The Prodigy,spotify:track:0Ja4hLKiUSw01E01pJ1yGr,65,130,"big beat, breakbeat, dance rock, hardcore techno, rave",https://i.scdn.co/image/ab67616d00004851fa0b74121608a007af87a3fe
Song to Say Goodbye,Placebo,spotify:track:6Vkn98iI3sfATzdacZ307z,56,165,reggaeton mexicano,https://i.scdn.co/image/ab67616d000048518d8d7e2161c2bf9ecee56d39
Thank U,Alanis Morissette,spotify:track:3CVDronuSnhguSUguPoseM,63,92,"canadian pop, canadian singer-songwriter, pop rock, singer-songwriter",https://i.scdn.co/image/ab67616d00004851c694da863eeeae3149c5c590
Black Summer,Red Hot Chili Peppers,spotify:track:1tRpraJDpEUl0HjnkMosqx,4,106,"alternative rock, funk metal, funk rock, permanent wave",https://i.scdn.co/image/ab67616d00004851484150ff26130de259a1ea2f
Susan's House,Eels,spotify:track:64003fAAbyRqenrDKa6BdI,41,80,"alternative rock, melancholia, pop rock",https://i.scdn.co/image/ab67616d00004851a012f8d35d244400472d4966
Heaven Nor Hell,Volbeat,spotify:track:5Hgx4ssabqTTD1fmGFTmi2,60,134,"alternative metal, danish metal, danish rock, nu metal",https://i.scdn.co/image/ab67616d000048513a117e13ab1ddc1773b0fab0
I Ran (So Far Away),A Flock Of Seagulls,spotify:track:173PnvZh4grHTf31DPXDbJ,57,145,"new romantic, new wave, new wave pop, synthpop",https://i.scdn.co/image/ab67616d00004851db56ceff816b668b7b6f04ff
